1716083092,10
1845078330,50900000
1586478704,627000
1840321445,982
1432839061,7660000
2068890608,363000000
2132466974,8980
1646986935,543000
1713223638,1
1285279036,83500
1814933397,41500000
1296753587,10
1525154578,6120000000
2131901801,648
2095865728,1480000
1982635310,3440000
1187649904,57500
2062285776,17400000
1283844154,4
1579032166,7
1861687239,65600000
1880056550,0
1731276015,163
2140490522,2280000
1897537586,8470000
1712190715,5970000
1841666593,0
1984415241,1560000
1584591478,6970000
1542621485,9
1232797733,20
2023260922,8
1619914708,0
1699118021,192000000
1967074641,7
2084091385,15200000
1985229154,0
1153350189,47200
1981167361,821000
1579946509,505000
1475451787,5
1535509485,92500
1929677435,22
1976925146,2
1636108028,115000
2112376492,9
1383299309,2500000
1832251452,357000
1636712276,6510000
2097276878,1020000000
1298864481,59600
1986580047,64200000
1826714620,29500
1887298973,1710000
1994760638,2330000
1559203927,15300
1922875432,9310000
1993414694,182000
2094483872,2360
2040403357,10
1673407471,20280000000
1767773211,4770000
1649468178,18100000
1176335875,728000
1821652100,159000
1720163127,70200000
2065135000,6680000
1993819231,5
2063746008,0
1635066310,147
2018235531,20100
1823968932,2
1243257696,124000
1453007459,6640000
1806472596,12000
1910051591,5
1721607748,4
1953479669,1
1718695271,40400000
1718132138,326
1813385325,297000
1769499653,8
2019762430,51700
1946540662,10600000
1835282017,8
1909028034,329000
1526135438,4
1790458132,20900000
2071652892,0
2087698486,12310000000
1545418538,220
1705231753,32
1901513786,131000
1373062425,10
1921236813,6080000
1965671219,123000000
1748472218,9970000
2017162041,3
1379677908,950
1977253955,1580
1683799751,0
1834233743,1350
2040306839,2250000
1287519962,36500
1959161523,1030
1995506636,5790
1778178960,10200000
1816274390,1
1463116223,7
2138599608,0
1928680550,34800
1220162150,598
1714381374,3
2075392019,186
1101344589,10300
2122718710,19
2100530989,0
1623440846,3
1911491618,221000
1188048294,160
1452399847,5960000
1310813516,30
1639267362,19
2022476088,67400000
1302507873,3210000000
1420136123,4650
1929261083,23500
1864593238,17900000
2012438227,196000
2050572457,1
1952049597,1160
1049864467,7
1563722782,5470
1530659317,5560000
1552085121,5
1975080686,0
1225718471,8
1551432456,62300000
2020629237,10
1575848387,8
1197558695,8
2080811183,41500
1694875030,0
1536787267,26100
