1716083092,1340
1845078330,5040000000
1586478704,5040000000
1840321445,1
1432839061,5040000000
2068890608,0
2132466974,4
1646986935,8
1713223638,5040000000
1285279036,34400
1814933397,5040000000
1296753587,0
1525154578,3
2131901801,2
2095865728,0
1982635310,5550000000
1187649904,1
2062285776,0
1283844154,5
1579032166,10
1861687239,6
1880056550,5040000000
1731276015,2
2140490522,0
1897537586,5040000000
1712190715,26000
1841666593,5040000000
1984415241,5
1584591478,2850
1542621485,46
1232797733,5040000000
2023260922,1
1619914708,6
1699118021,1070
1967074641,1
2084091385,1
1985229154,5040000000
1153350189,12800
1981167361,5550000000
1579946509,5040000000
1475451787,493
1535509485,1
1929677435,4
1976925146,18
1636108028,5040000000
2112376492,5040000000
1383299309,8520
1832251452,56
1636712276,1
2097276878,1
1298864481,9
1986580047,58
1826714620,1
1887298973,0
1994760638,5040000000
1559203927,5040000000
1922875432,1
1993414694,0
2094483872,2
2040403357,0
1673407471,0
1767773211,437
1649468178,0
1176335875,2
1821652100,4
1720163127,9180
2065135000,5040000000
1993819231,0
2063746008,5040000000
1635066310,57
2018235531,1270
1823968932,5040000000
1243257696,124000
1453007459,29500
1806472596,230
1910051591,5040000000
1721607748,8
1953479669,5040000000
1718695271,3
1718132138,5850
1813385325,2
1769499653,3
2019762430,2
1946540662,5040000000
1835282017,506
1909028034,1
1526135438,18100
1790458132,5310
2071652892,0
2087698486,10
1545418538,153
1705231753,5040000000
1901513786,142
1373062425,7910
1921236813,0
1965671219,0
1748472218,57
2017162041,5040000000
1379677908,3510
1977253955,1120
1683799751,5040000000
1834233743,4
2040306839,0
1287519962,6400
1959161523,2
1995506636,84
1778178960,25
1816274390,0
1463116223,0
2138599608,5040000000
1928680550,5040000000
1220162150,3140
1714381374,5040000000
2075392019,8
1101344589,128000
2122718710,2
2100530989,5040000000
1623440846,4790
1911491618,0
1188048294,581
1452399847,8
1310813516,0
1639267362,5040000000
2022476088,8
1302507873,20300
1420136123,0
1929261083,5040000000
1864593238,6
2012438227,0
2050572457,5040000000
1952049597,77
1049864467,10900000
1563722782,935000
1530659317,8
1552085121,5040000000
1975080686,0
1225718471,1
1551432456,1230
2020629237,25
1575848387,1
1197558695,1
2080811183,0
1694875030,5040000000
1536787267,66
